Source,Target,Label,ID,Type,Weight
84,230,'a2',,,
85,225,'a2',,,
86,225,'a2',,,
87,222,'a2',,,
88,231,'a2',,,
90,231,'a2',,,
89,231,'a2',,,
91,225,'a2',,,
112,225,'a2',,,
113,225,'a2',,,
114,225,'a2',,,
116,225,'a2',,,
92,222,'a2',,,
93,225,'a2',,,
95,220,'a2',,,
94,225,'a2',,,
96,222,'a2',,,
98,225,'a2',,,
100,227,'a2',,,
99,231,'a2',,,
101,223,'a2',,,
102,222,'a2',,,
97,222,'a2',,,
105,220,'a2',,,
104,220,'a2',,,
106,231,'a2',,,
103,225,'a2',,,
107,225,'a2',,,
108,229,'a2',,,
110,231,'a2',,,
109,220,'a2',,,
1,231,'a2',,,
111,220,'a2',,,
115,225,'a2',,,
119,229,'a2',,,
121,220,'a2',,,
117,221,'a2',,,
120,220,'a2',,,
118,227,'a2',,,
122,220,'a2',,,
127,231,'a2',,,
128,231,'a2',,,
129,231,'a2',,,
124,231,'a2',,,
125,222,'a2',,,
126,231,'a2',,,
123,231,'a2',,,
130,220,'a2',,,
132,231,'a2',,,
133,231,'a2',,,
131,231,'a2',,,
136,225,'a2',,,
134,231,'a2',,,
135,225,'a2',,,
137,230,'a2',,,
138,222,'a2',,,
140,225,'a2',,,
139,231,'a2',,,
142,225,'a2',,,
143,220,'a2',,,
144,222,'a2',,,
145,225,'a2',,,
146,225,'a2',,,
147,225,'a2',,,
141,231,'a2',,,
148,222,'a2',,,
149,223,'a2',,,
150,225,'a2',,,
151,220,'a2',,,
152,225,'a2',,,
153,222,'a2',,,
154,225,'a2',,,
155,231,'a2',,,
157,222,'a2',,,
158,231,'a2',,,
159,231,'a2',,,
160,231,'a2',,,
156,231,'a2',,,
161,231,'a2',,,
162,225,'a2',,,
2,229,'a3',,,
3,227,'a3',,,
4,227,'a3',,,
5,222,'a3',,,
6,227,'a3',,,
7,225,'a3',,,
8,228,'a3',,,
10,229,'a3',,,
11,229,'a3',,,
9,222,'a3',,,
13,227,'a3',,,
14,229,'a3',,,
17,231,'a3',,,
19,228,'a3',,,
15,229,'a3',,,
16,222,'a3',,,
18,229,'a3',,,
12,229,'a3',,,
21,229,'a3',,,
22,227,'a3',,,
24,220,'a3',,,
23,220,'a3',,,
25,229,'a3',,,
20,229,'a3',,,
26,227,'a3',,,
27,227,'a3',,,
28,222,'a3',,,
30,222,'a3',,,
31,222,'a3',,,
32,222,'a3',,,
33,222,'a3',,,
29,222,'a3',,,
34,225,'a3',,,
36,229,'a3',,,
35,222,'a3',,,
81,228,'a3',,,
37,222,'a3',,,
38,227,'a3',,,
42,229,'a3',,,
40,225,'a3',,,
41,222,'a3',,,
44,222,'a3',,,
45,229,'a3',,,
46,222,'a3',,,
43,229,'a3',,,
39,228,'a3',,,
47,228,'a3',,,
49,227,'a3',,,
48,227,'a3',,,
50,229,'a3',,,
51,229,'a3',,,
52,229,'a3',,,
55,222,'a3',,,
53,222,'a3',,,
54,222,'a3',,,
56,229,'a3',,,
57,231,'a3',,,
59,227,'a3',,,
60,229,'a3',,,
61,222,'a3',,,
58,228,'a3',,,
62,222,'a3',,,
63,222,'a3',,,
64,222,'a3',,,
65,224,'a3',,,
66,228,'a3',,,
67,225,'a3',,,
70,224,'a3',,,
68,227,'a3',,,
71,220,'a3',,,
73,229,'a3',,,
69,222,'a3',,,
74,229,'a3',,,
72,222,'a3',,,
75,229,'a3',,,
76,229,'a3',,,
77,227,'a3',,,
78,222,'a3',,,
79,224,'a3',,,
80,229,'a3',,,
81,229,'a3',,,
83,229,'a3',,,
82,229,'a3',,,
84,220,'a3',,,
85,227,'a3',,,
86,222,'a3',,,
87,225,'a3',,,
88,222,'a3',,,
90,222,'a3',,,
89,222,'a3',,,
91,229,'a3',,,
112,222,'a3',,,
113,222,'a3',,,
114,222,'a3',,,
116,222,'a3',,,
92,229,'a3',,,
93,229,'a3',,,
95,227,'a3',,,
94,229,'a3',,,
96,224,'a3',,,
98,222,'a3',,,
100,229,'a3',,,
99,223,'a3',,,
101,220,'a3',,,
102,224,'a3',,,
97,229,'a3',,,
105,222,'a3',,,
104,222,'a3',,,
106,222,'a3',,,
103,227,'a3',,,
107,224,'a3',,,
108,225,'a3',,,
110,222,'a3',,,
109,229,'a3',,,
1,227,'a3',,,
111,227,'a3',,,
115,229,'a3',,,
119,222,'a3',,,
121,227,'a3',,,
117,220,'a3',,,
120,222,'a3',,,
118,229,'a3',,,
122,225,'a3',,,
127,222,'a3',,,
128,222,'a3',,,
129,222,'a3',,,
124,222,'a3',,,
125,229,'a3',,,
126,222,'a3',,,
123,222,'a3',,,
130,222,'a3',,,
132,222,'a3',,,
133,222,'a3',,,
131,222,'a3',,,
136,222,'a3',,,
134,222,'a3',,,
135,229,'a3',,,
137,220,'a3',,,
138,224,'a3',,,
140,229,'a3',,,
139,220,'a3',,,
142,222,'a3',,,
143,225,'a3',,,
144,229,'a3',,,
145,229,'a3',,,
146,229,'a3',,,
147,229,'a3',,,
141,222,'a3',,,
148,228,'a3',,,
149,220,'a3',,,
150,227,'a3',,,
151,227,'a3',,,
152,229,'a3',,,
153,229,'a3',,,
154,222,'a3',,,
155,231,'a3',,,
157,228,'a3',,,
158,222,'a3',,,
159,222,'a3',,,
160,222,'a3',,,
156,227,'a3',,,
161,222,'a3',,,
162,222,'a3',,,
2,224,'a4',,,
3,229,'a4',,,
4,228,'a4',,,
5,229,'a4',,,
6,229,'a4',,,
7,222,'a4',,,
8,224,'a4',,,
10,224,'a4',,,
11,224,'a4',,,
9,229,'a4',,,
13,229,'a4',,,
14,229,'a4',,,
17,222,'a4',,,
19,226,'a4',,,
15,224,'a4',,,
16,229,'a4',,,
18,224,'a4',,,
12,225,'a4',,,
21,224,'a4',,,
22,229,'a4',,,
24,220,'a4',,,
23,222,'a4',,,
25,224,'a4',,,
20,224,'a4',,,
26,229,'a4',,,
27,224,'a4',,,
28,224,'a4',,,
30,224,'a4',,,
31,229,'a4',,,
32,229,'a4',,,
33,224,'a4',,,
29,224,'a4',,,
34,229,'a4',,,
36,226,'a4',,,
35,224,'a4',,,
81,228,'a4',,,
37,229,'a4',,,
38,229,'a4',,,
42,224,'a4',,,
40,229,'a4',,,
41,224,'a4',,,
44,224,'a4',,,
45,224,'a4',,,
46,224,'a4',,,
43,224,'a4',,,
39,224,'a4',,,
47,226,'a4',,,
49,229,'a4',,,
48,229,'a4',,,
50,224,'a4',,,
51,224,'a4',,,
52,224,'a4',,,
55,229,'a4',,,
53,229,'a4',,,
54,225,'a4',,,
56,221,'a4',,,
57,222,'a4',,,
59,228,'a4',,,
60,224,'a4',,,
61,225,'a4',,,
58,224,'a4',,,
62,229,'a4',,,
63,224,'a4',,,
64,229,'a4',,,
65,220,'a4',,,
66,221,'a4',,,
67,222,'a4',,,
70,224,'a4',,,
68,229,'a4',,,
71,229,'a4',,,
73,224,'a4',,,
69,228,'a4',,,
74,224,'a4',,,
72,224,'a4',,,
75,224,'a4',,,
76,224,'a4',,,
77,229,'a4',,,
78,229,'a4',,,
79,229,'a4',,,
80,227,'a4',,,
81,224,'a4',,,
83,224,'a4',,,
82,224,'a4',,,
84,227,'a4',,,
85,229,'a4',,,
86,224,'a4',,,
87,222,'a4',,,
88,229,'a4',,,
90,229,'a4',,,
89,229,'a4',,,
91,224,'a4',,,
112,229,'a4',,,
113,229,'a4',,,
114,229,'a4',,,
116,229,'a4',,,
92,224,'a4',,,
93,224,'a4',,,
95,228,'a4',,,
94,224,'a4',,,
96,223,'a4',,,
98,229,'a4',,,
100,226,'a4',,,
99,226,'a4',,,
101,229,'a4',,,
102,228,'a4',,,
97,226,'a4',,,
105,228,'a4',,,
104,228,'a4',,,
106,228,'a4',,,
103,229,'a4',,,
107,230,'a4',,,
108,224,'a4',,,
110,229,'a4',,,
109,225,'a4',,,
1,228,'a4',,,
111,228,'a4',,,
115,224,'a4',,,
119,228,'a4',,,
121,229,'a4',,,
117,225,'a4',,,
120,228,'a4',,,
118,224,'a4',,,
122,229,'a4',,,
127,228,'a4',,,
128,228,'a4',,,
129,228,'a4',,,
124,229,'a4',,,
125,224,'a4',,,
126,228,'a4',,,
123,228,'a4',,,
130,228,'a4',,,
132,229,'a4',,,
133,224,'a4',,,
131,229,'a4',,,
136,222,'a4',,,
134,228,'a4',,,
135,224,'a4',,,
137,227,'a4',,,
138,223,'a4',,,
140,224,'a4',,,
139,222,'a4',,,
142,224,'a4',,,
143,228,'a4',,,
144,224,'a4',,,
145,224,'a4',,,
146,224,'a4',,,
147,224,'a4',,,
141,224,'a4',,,
148,221,'a4',,,
149,229,'a4',,,
150,229,'a4',,,
151,229,'a4',,,
152,224,'a4',,,
153,224,'a4',,,
154,229,'a4',,,
155,220,'a4',,,
157,226,'a4',,,
158,229,'a4',,,
159,224,'a4',,,
160,228,'a4',,,
156,229,'a4',,,
161,228,'a4',,,
162,224,'a4',,,
2,221,'a5',,,
3,221,'a5',,,
4,224,'a5',,,
5,224,'a5',,,
6,224,'a5',,,
7,224,'a5',,,
8,223,'a5',,,
10,226,'a5',,,
11,221,'a5',,,
9,224,'a5',,,
13,221,'a5',,,
14,224,'a5',,,
17,231,'a5',,,
19,231,'a5',,,
15,227,'a5',,,
16,224,'a5',,,
18,221,'a5',,,
12,229,'a5',,,
21,222,'a5',,,
22,224,'a5',,,
24,229,'a5',,,
23,229,'a5',,,
25,230,'a5',,,
20,221,'a5',,,
26,224,'a5',,,
27,226,'a5',,,
28,221,'a5',,,
30,226,'a5',,,
31,224,'a5',,,
32,224,'a5',,,
33,226,'a5',,,
29,221,'a5',,,
34,224,'a5',,,
36,223,'a5',,,
35,221,'a5',,,
81,224,'a5',,,
37,224,'a5',,,
38,224,'a5',,,
42,229,'a5',,,
40,224,'a5',,,
41,221,'a5',,,
44,223,'a5',,,
45,226,'a5',,,
46,223,'a5',,,
43,226,'a5',,,
39,221,'a5',,,
47,223,'a5',,,
49,224,'a5',,,
48,224,'a5',,,
50,221,'a5',,,
51,221,'a5',,,
52,226,'a5',,,
55,224,'a5',,,
53,225,'a5',,,
54,229,'a5',,,
56,230,'a5',,,
57,222,'a5',,,
59,226,'a5',,,
60,226,'a5',,,
61,229,'a5',,,
58,228,'a5',,,
62,221,'a5',,,
63,223,'a5',,,
64,224,'a5',,,
65,225,'a5',,,
66,223,'a5',,,
67,229,'a5',,,
70,221,'a5',,,
68,228,'a5',,,
71,229,'a5',,,
73,226,'a5',,,
69,221,'a5',,,
74,221,'a5',,,
72,221,'a5',,,
75,223,'a5',,,
76,226,'a5',,,
77,224,'a5',,,
78,224,'a5',,,
79,224,'a5',,,
80,229,'a5',,,
81,228,'a5',,,
83,221,'a5',,,
82,221,'a5',,,
84,229,'a5',,,
85,224,'a5',,,
86,221,'a5',,,
87,224,'a5',,,
88,228,'a5',,,
90,228,'a5',,,
89,228,'a5',,,
91,230,'a5',,,
112,224,'a5',,,
113,229,'a5',,,
114,224,'a5',,,
116,224,'a5',,,
92,221,'a5',,,
93,230,'a5',,,
95,224,'a5',,,
94,230,'a5',,,
96,220,'a5',,,
98,221,'a5',,,
100,230,'a5',,,
99,223,'a5',,,
101,225,'a5',,,
102,226,'a5',,,
97,230,'a5',,,
105,224,'a5',,,
104,224,'a5',,,
106,221,'a5',,,
103,221,'a5',,,
107,221,'a5',,,
108,229,'a5',,,
110,224,'a5',,,
109,224,'a5',,,
1,226,'a5',,,
111,224,'a5',,,
115,221,'a5',,,
119,221,'a5',,,
121,224,'a5',,,
117,222,'a5',,,
120,224,'a5',,,
118,230,'a5',,,
122,224,'a5',,,
127,221,'a5',,,
128,226,'a5',,,
129,221,'a5',,,
124,228,'a5',,,
125,223,'a5',,,
126,221,'a5',,,
123,226,'a5',,,
130,221,'a5',,,
132,224,'a5',,,
133,226,'a5',,,
131,224,'a5',,,
136,225,'a5',,,
134,222,'a5',,,
135,223,'a5',,,
137,229,'a5',,,
138,221,'a5',,,
140,223,'a5',,,
139,229,'a5',,,
142,221,'a5',,,
143,224,'a5',,,
144,222,'a5',,,
145,223,'a5',,,
146,221,'a5',,,
147,221,'a5',,,
141,221,'a5',,,
148,223,'a5',,,
149,222,'a5',,,
150,224,'a5',,,
151,224,'a5',,,
152,223,'a5',,,
153,223,'a5',,,
154,224,'a5',,,
155,220,'a5',,,
157,223,'a5',,,
158,224,'a5',,,
159,226,'a5',,,
160,221,'a5',,,
156,229,'a5',,,
161,221,'a5',,,
162,221,'a5',,,
2,220,'a6',,,
3,220,'a6',,,
4,230,'a6',,,
5,221,'a6',,,
6,221,'a6',,,
7,223,'a6',,,
8,220,'a6',,,
10,220,'a6',,,
11,220,'a6',,,
9,229,'a6',,,
13,230,'a6',,,
14,227,'a6',,,
17,222,'a6',,,
19,220,'a6',,,
15,229,'a6',,,
16,226,'a6',,,
18,223,'a6',,,
12,224,'a6',,,
21,229,'a6',,,
22,226,'a6',,,
24,224,'a6',,,
23,224,'a6',,,
25,220,'a6',,,
20,220,'a6',,,
26,230,'a6',,,
27,220,'a6',,,
28,220,'a6',,,
30,220,'a6',,,
31,223,'a6',,,
32,223,'a6',,,
33,220,'a6',,,
29,220,'a6',,,
34,223,'a6',,,
36,220,'a6',,,
35,223,'a6',,,
81,221,'a6',,,
37,225,'a6',,,
38,226,'a6',,,
42,224,'a6',,,
40,223,'a6',,,
41,220,'a6',,,
44,221,'a6',,,
45,223,'a6',,,
46,221,'a6',,,
43,229,'a6',,,
39,224,'a6',,,
47,220,'a6',,,
49,230,'a6',,,
48,230,'a6',,,
50,220,'a6',,,
51,223,'a6',,,
52,230,'a6',,,
55,230,'a6',,,
53,224,'a6',,,
54,222,'a6',,,
56,221,'a6',,,
57,229,'a6',,,
59,223,'a6',,,
60,220,'a6',,,
61,229,'a6',,,
58,226,'a6',,,
62,223,'a6',,,
63,220,'a6',,,
64,223,'a6',,,
65,220,'a6',,,
66,221,'a6',,,
67,224,'a6',,,
70,224,'a6',,,
68,229,'a6',,,
71,224,'a6',,,
73,230,'a6',,,
69,223,'a6',,,
74,220,'a6',,,
72,230,'a6',,,
75,220,'a6',,,
76,220,'a6',,,
77,221,'a6',,,
78,226,'a6',,,
79,221,'a6',,,
80,226,'a6',,,
81,224,'a6',,,
83,220,'a6',,,
82,223,'a6',,,
84,224,'a6',,,
85,226,'a6',,,
86,223,'a6',,,
87,229,'a6',,,
88,229,'a6',,,
90,222,'a6',,,
89,222,'a6',,,
91,224,'a6',,,
112,221,'a6',,,
113,225,'a6',,,
114,226,'a6',,,
116,224,'a6',,,
92,223,'a6',,,
93,220,'a6',,,
95,223,'a6',,,
94,220,'a6',,,
96,288,'a6',,,
98,223,'a6',,,
100,220,'a6',,,
99,231,'a6',,,
101,220,'a6',,,
102,220,'a6',,,
97,220,'a6',,,
105,229,'a6',,,
104,223,'a6',,,
106,223,'a6',,,
103,223,'a6',,,
107,223,'a6',,,
108,224,'a6',,,
110,221,'a6',,,
109,229,'a6',,,
1,223,'a6',,,
111,223,'a6',,,
115,230,'a6',,,
119,223,'a6',,,
121,223,'a6',,,
117,224,'a6',,,
120,226,'a6',,,
118,220,'a6',,,
122,223,'a6',,,
127,223,'a6',,,
128,223,'a6',,,
129,223,'a6',,,
124,222,'a6',,,
125,220,'a6',,,
126,223,'a6',,,
123,223,'a6',,,
130,230,'a6',,,
132,222,'a6',,,
133,224,'a6',,,
131,230,'a6',,,
136,222,'a6',,,
134,228,'a6',,,
135,220,'a6',,,
137,224,'a6',,,
138,220,'a6',,,
140,220,'a6',,,
139,224,'a6',,,
142,220,'a6',,,
143,223,'a6',,,
144,229,'a6',,,
145,220,'a6',,,
146,229,'a6',,,
147,220,'a6',,,
141,223,'a6',,,
148,220,'a6',,,
149,221,'a6',,,
150,230,'a6',,,
151,230,'a6',,,
152,220,'a6',,,
153,220,'a6',,,
154,226,'a6',,,
155,231,'a6',,,
157,220,'a6',,,
158,226,'a6',,,
159,220,'a6',,,
160,223,'a6',,,
156,224,'a6',,,
161,223,'a6',,,
162,223,'a6',,,
2,288,'a7',,,
3,288,'a7',,,
4,224,'a7',,,
5,230,'a7',,,
6,230,'a7',,,
7,221,'a7',,,
8,288,'a7',,,
10,288,'a7',,,
11,288,'a7',,,
9,224,'a7',,,
13,220,'a7',,,
14,229,'a7',,,
17,224,'a7',,,
19,288,'a7',,,
15,230,'a7',,,
16,220,'a7',,,
18,220,'a7',,,
12,223,'a7',,,
21,226,'a7',,,
22,230,'a7',,,
24,222,'a7',,,
23,222,'a7',,,
25,288,'a7',,,
20,288,'a7',,,
26,220,'a7',,,
27,288,'a7',,,
28,288,'a7',,,
30,288,'a7',,,
31,220,'a7',,,
32,220,'a7',,,
33,288,'a7',,,
29,288,'a7',,,
34,220,'a7',,,
36,288,'a7',,,
35,220,'a7',,,
81,223,'a7',,,
37,222,'a7',,,
38,230,'a7',,,
42,230,'a7',,,
40,220,'a7',,,
41,288,'a7',,,
44,223,'a7',,,
45,220,'a7',,,
46,223,'a7',,,
43,224,'a7',,,
39,220,'a7',,,
47,288,'a7',,,
49,220,'a7',,,
48,220,'a7',,,
50,288,'a7',,,
51,220,'a7',,,
52,220,'a7',,,
55,220,'a7',,,
53,229,'a7',,,
54,224,'a7',,,
56,220,'a7',,,
57,224,'a7',,,
59,220,'a7',,,
60,288,'a7',,,
61,224,'a7',,,
58,223,'a7',,,
62,220,'a7',,,
63,288,'a7',,,
64,220,'a7',,,
65,222,'a7',,,
66,220,'a7',,,
67,223,'a7',,,
70,224,'a7',,,
68,221,'a7',,,
71,221,'a7',,,
73,220,'a7',,,
69,220,'a7',,,
74,288,'a7',,,
72,220,'a7',,,
75,288,'a7',,,
76,288,'a7',,,
77,230,'a7',,,
78,224,'a7',,,
79,224,'a7',,,
80,230,'a7',,,
81,221,'a7',,,
83,288,'a7',,,
82,220,'a7',,,
84,226,'a7',,,
85,223,'a7',,,
86,220,'a7',,,
87,224,'a7',,,
88,222,'a7',,,
90,228,'a7',,,
89,228,'a7',,,
91,223,'a7',,,
112,223,'a7',,,
113,224,'a7',,,
114,223,'a7',,,
116,223,'a7',,,
92,220,'a7',,,
93,288,'a7',,,
95,220,'a7',,,
94,288,'a7',,,
96,288,'a7',,,
98,220,'a7',,,
100,288,'a7',,,
99,222,'a7',,,
101,229,'a7',,,
102,288,'a7',,,
97,288,'a7',,,
105,222,'a7',,,
104,220,'a7',,,
106,221,'a7',,,
103,220,'a7',,,
107,220,'a7',,,
108,230,'a7',,,
110,230,'a7',,,
109,224,'a7',,,
1,220,'a7',,,
111,220,'a7',,,
115,221,'a7',,,
119,221,'a7',,,
121,220,'a7',,,
117,221,'a7',,,
120,223,'a7',,,
118,288,'a7',,,
122,220,'a7',,,
127,231,'a7',,,
128,220,'a7',,,
129,220,'a7',,,
124,222,'a7',,,
125,288,'a7',,,
126,220,'a7',,,
123,220,'a7',,,
130,220,'a7',,,
132,229,'a7',,,
133,220,'a7',,,
131,220,'a7',,,
136,229,'a7',,,
134,224,'a7',,,
135,288,'a7',,,
137,230,'a7',,,
138,288,'a7',,,
140,288,'a7',,,
139,226,'a7',,,
142,288,'a7',,,
143,220,'a7',,,
144,224,'a7',,,
145,288,'a7',,,
146,224,'a7',,,
147,288,'a7',,,
141,220,'a7',,,
148,288,'a7',,,
149,223,'a7',,,
150,224,'a7',,,
151,229,'a7',,,
152,288,'a7',,,
153,288,'a7',,,
154,224,'a7',,,
155,222,'a7',,,
157,229,'a7',,,
158,230,'a7',,,
159,288,'a7',,,
160,220,'a7',,,
156,226,'a7',,,
161,220,'a7',,,
162,220,'a7',,,
2,288,'a8',,,
3,288,'a8',,,
4,220,'a8',,,
5,220,'a8',,,
6,220,'a8',,,
7,223,'a8',,,
8,288,'a8',,,
10,288,'a8',,,
11,288,'a8',,,
9,221,'a8',,,
13,288,'a8',,,
14,230,'a8',,,
17,228,'a8',,,
19,288,'a8',,,
15,221,'a8',,,
16,288,'a8',,,
18,288,'a8',,,
12,220,'a8',,,
21,220,'a8',,,
22,220,'a8',,,
24,228,'a8',,,
23,228,'a8',,,
25,288,'a8',,,
20,288,'a8',,,
26,288,'a8',,,
27,288,'a8',,,
28,288,'a8',,,
30,288,'a8',,,
31,288,'a8',,,
32,288,'a8',,,
33,288,'a8',,,
29,288,'a8',,,
34,288,'a8',,,
36,288,'a8',,,
35,288,'a8',,,
81,220,'a8',,,
37,229,'a8',,,
38,220,'a8',,,
42,220,'a8',,,
40,288,'a8',,,
41,288,'a8',,,
44,220,'a8',,,
45,288,'a8',,,
46,220,'a8',,,
43,226,'a8',,,
39,288,'a8',,,
47,288,'a8',,,
49,288,'a8',,,
48,288,'a8',,,
50,288,'a8',,,
51,288,'a8',,,
52,288,'a8',,,
55,288,'a8',,,
53,224,'a8',,,
54,228,'a8',,,
56,288,'a8',,,
57,229,'a8',,,
59,288,'a8',,,
60,288,'a8',,,
61,227,'a8',,,
58,220,'a8',,,
62,288,'a8',,,
63,288,'a8',,,
64,288,'a8',,,
65,229,'a8',,,
66,288,'a8',,,
67,220,'a8',,,
70,220,'a8',,,
68,223,'a8',,,
71,220,'a8',,,
73,288,'a8',,,
69,288,'a8',,,
74,288,'a8',,,
72,288,'a8',,,
75,288,'a8',,,
76,288,'a8',,,
77,220,'a8',,,
78,226,'a8',,,
79,223,'a8',,,
80,220,'a8',,,
81,223,'a8',,,
83,288,'a8',,,
82,288,'a8',,,
84,230,'a8',,,
85,220,'a8',,,
86,288,'a8',,,
87,221,'a8',,,
88,228,'a8',,,
90,221,'a8',,,
89,221,'a8',,,
91,220,'a8',,,
112,220,'a8',,,
113,230,'a8',,,
114,220,'a8',,,
116,223,'a8',,,
92,288,'a8',,,
93,288,'a8',,,
95,288,'a8',,,
94,288,'a8',,,
96,288,'a8',,,
98,288,'a8',,,
100,288,'a8',,,
99,228,'a8',,,
101,222,'a8',,,
102,288,'a8',,,
97,288,'a8',,,
105,228,'a8',,,
104,288,'a8',,,
106,220,'a8',,,
103,288,'a8',,,
107,288,'a8',,,
108,220,'a8',,,
110,220,'a8',,,
109,230,'a8',,,
1,288,'a8',,,
111,288,'a8',,,
115,220,'a8',,,
119,223,'a8',,,
121,288,'a8',,,
117,220,'a8',,,
120,220,'a8',,,
118,288,'a8',,,
122,288,'a8',,,
127,220,'a8',,,
128,288,'a8',,,
129,288,'a8',,,
124,229,'a8',,,
125,288,'a8',,,
126,288,'a8',,,
123,288,'a8',,,
130,288,'a8',,,
132,226,'a8',,,
133,288,'a8',,,
131,288,'a8',,,
136,224,'a8',,,
134,226,'a8',,,
135,288,'a8',,,
137,221,'a8',,,
138,288,'a8',,,
140,288,'a8',,,
139,226,'a8',,,
142,288,'a8',,,
143,288,'a8',,,
144,221,'a8',,,
145,288,'a8',,,
146,223,'a8',,,
147,288,'a8',,,
141,288,'a8',,,
148,288,'a8',,,
149,220,'a8',,,
150,220,'a8',,,
151,224,'a8',,,
152,288,'a8',,,
153,288,'a8',,,
154,221,'a8',,,
155,224,'a8',,,
157,222,'a8',,,
158,220,'a8',,,
159,288,'a8',,,
160,288,'a8',,,
156,230,'a8',,,
161,288,'a8',,,
162,288,'a8',,,
2,288,'a9',,,
3,288,'a9',,,
4,288,'a9',,,
5,288,'a9',,,
6,288,'a9',,,
7,220,'a9',,,
8,288,'a9',,,
10,288,'a9',,,
11,288,'a9',,,
9,223,'a9',,,
13,288,'a9',,,
14,221,'a9',,,
17,221,'a9',,,
19,288,'a9',,,
15,223,'a9',,,
16,288,'a9',,,
18,288,'a9',,,
12,288,'a9',,,
21,288,'a9',,,
22,288,'a9',,,
24,221,'a9',,,
23,221,'a9',,,
25,288,'a9',,,
20,288,'a9',,,
26,288,'a9',,,
27,288,'a9',,,
28,288,'a9',,,
30,288,'a9',,,
31,288,'a9',,,
32,288,'a9',,,
33,288,'a9',,,
29,288,'a9',,,
34,288,'a9',,,
36,288,'a9',,,
35,288,'a9',,,
81,288,'a9',,,
37,221,'a9',,,
38,288,'a9',,,
42,288,'a9',,,
40,288,'a9',,,
41,288,'a9',,,
44,288,'a9',,,
45,288,'a9',,,
46,288,'a9',,,
43,230,'a9',,,
39,288,'a9',,,
47,288,'a9',,,
49,288,'a9',,,
48,288,'a9',,,
50,288,'a9',,,
51,288,'a9',,,
52,288,'a9',,,
55,288,'a9',,,
53,230,'a9',,,
54,221,'a9',,,
56,288,'a9',,,
57,224,'a9',,,
59,288,'a9',,,
60,288,'a9',,,
61,221,'a9',,,
58,288,'a9',,,
62,288,'a9',,,
63,288,'a9',,,
64,288,'a9',,,
65,224,'a9',,,
66,288,'a9',,,
67,288,'a9',,,
70,288,'a9',,,
68,220,'a9',,,
71,288,'a9',,,
73,288,'a9',,,
69,288,'a9',,,
74,288,'a9',,,
72,288,'a9',,,
75,288,'a9',,,
76,288,'a9',,,
77,288,'a9',,,
78,223,'a9',,,
79,221,'a9',,,
80,288,'a9',,,
81,220,'a9',,,
83,288,'a9',,,
82,288,'a9',,,
84,220,'a9',,,
85,288,'a9',,,
86,288,'a9',,,
87,223,'a9',,,
88,226,'a9',,,
90,223,'a9',,,
89,223,'a9',,,
91,288,'a9',,,
112,288,'a9',,,
113,221,'a9',,,
114,288,'a9',,,
116,220,'a9',,,
92,288,'a9',,,
93,288,'a9',,,
95,288,'a9',,,
94,288,'a9',,,
96,288,'a9',,,
98,288,'a9',,,
100,288,'a9',,,
99,222,'a9',,,
101,224,'a9',,,
102,288,'a9',,,
97,288,'a9',,,
105,224,'a9',,,
104,288,'a9',,,
106,288,'a9',,,
103,288,'a9',,,
107,288,'a9',,,
108,288,'a9',,,
110,288,'a9',,,
109,221,'a9',,,
1,288,'a9',,,
111,288,'a9',,,
115,288,'a9',,,
119,228,'a9',,,
121,288,'a9',,,
117,288,'a9',,,
120,288,'a9',,,
118,288,'a9',,,
122,288,'a9',,,
127,288,'a9',,,
128,288,'a9',,,
129,288,'a9',,,
124,224,'a9',,,
125,288,'a9',,,
126,288,'a9',,,
123,288,'a9',,,
130,288,'a9',,,
132,223,'a9',,,
133,288,'a9',,,
131,288,'a9',,,
136,221,'a9',,,
134,224,'a9',,,
135,288,'a9',,,
137,230,'a9',,,
138,288,'a9',,,
140,288,'a9',,,
139,220,'a9',,,
142,288,'a9',,,
143,288,'a9',,,
144,223,'a9',,,
145,288,'a9',,,
146,220,'a9',,,
147,288,'a9',,,
141,288,'a9',,,
148,288,'a9',,,
149,288,'a9',,,
150,288,'a9',,,
151,220,'a9',,,
152,288,'a9',,,
153,288,'a9',,,
154,230,'a9',,,
155,222,'a9',,,
157,228,'a9',,,
158,288,'a9',,,
159,288,'a9',,,
160,288,'a9',,,
156,220,'a9',,,
161,288,'a9',,,
162,288,'a9',,,
2,288,'a10',,,
3,288,'a10',,,
4,288,'a10',,,
5,288,'a10',,,
6,288,'a10',,,
7,288,'a10',,,
8,288,'a10',,,
10,288,'a10',,,
11,288,'a10',,,
9,220,'a10',,,
13,288,'a10',,,
14,223,'a10',,,
17,220,'a10',,,
19,288,'a10',,,
15,220,'a10',,,
16,288,'a10',,,
18,288,'a10',,,
12,288,'a10',,,
21,288,'a10',,,
22,288,'a10',,,
24,220,'a10',,,
23,228,'a10',,,
25,288,'a10',,,
20,288,'a10',,,
26,288,'a10',,,
27,288,'a10',,,
28,288,'a10',,,
30,288,'a10',,,
31,288,'a10',,,
32,288,'a10',,,
33,288,'a10',,,
29,288,'a10',,,
34,288,'a10',,,
36,288,'a10',,,
35,288,'a10',,,
81,288,'a10',,,
37,224,'a10',,,
38,288,'a10',,,
42,288,'a10',,,
40,288,'a10',,,
41,288,'a10',,,
44,288,'a10',,,
45,288,'a10',,,
46,288,'a10',,,
43,220,'a10',,,
39,288,'a10',,,
47,288,'a10',,,
49,288,'a10',,,
48,288,'a10',,,
50,288,'a10',,,
